# id|name|longitude|latitude|region|grade|source
# Grade C = coverage only. Never use these rows for signal-state/countdown estimation.
# Data: © OpenStreetMap contributors, ODbL 1.0; snapshot 2026-09-20.
C-NTPC-OSM-1420707386|鎮前街　博愛一街|121.4250239|24.9911557|NTPC|C|OSM
C-NTPC-OSM-2021274310|中山路一段　樹德街|121.4233004|24.9912645|NTPC|C|OSM
C-NTPC-OSM-1820997048|廣權路　干城路|121.4610936|24.9914821|NTPC|C|OSM
C-NTPC-OSM-1933901898|連城路532巷　連城路|121.4757936|24.9915040|NTPC|C|OSM
C-NTPC-OSM-1269637100|景新街　興南路一段|121.5116764|24.9915283|NTPC|C|OSM
C-NTPC-OSM-2717234655|存德街　溪崑一街|121.4304398|24.9916011|NTPC|C|OSM
C-NTPC-OSM-392240159|景平路　景德街|121.5191819|24.9916352|NTPC|C|OSM
C-NTPC-OSM-1274376635|廣和街　廣權路|121.4627528|24.9916353|NTPC|C|OSM
C-NTPC-OSM-2422420293|成功路　成功路97巷|121.5259704|24.9916472|NTPC|C|OSM
C-NTPC-OSM-2174765314|板林路　溪崑二街22巷|121.4279537|24.9917687|NTPC|C|OSM
C-NTPC-OSM-1274376031|信義路　信義路150巷|121.4590998|24.9917815|NTPC|C|OSM
C-NTPC-OSM-2690799031|大安路　大安路323巷|121.4173567|24.9918021|NTPC|C|OSM
C-NTPC-OSM-48075925|中正路　水源快速道路|121.5332896|24.9918305|NTPC|C|OSM
C-NTPC-OSM-1917382385|大仁街　景平路|121.5176345|24.9919820|NTPC|C|OSM
C-NTPC-OSM-1993383537|樹德街　復興路|121.4207559|24.9919894|NTPC|C|OSM
C-NTPC-OSM-1269637135|大勇街　景平路|121.5170564|24.9920523|NTPC|C|OSM
C-NTPC-OSM-1917382345|自強路　大智街|121.5211839|24.9920793|NTPC|C|OSM
C-NTPC-OSM-2627889883|大安路312巷　大安路|121.4176949|24.9921953|NTPC|C|OSM
C-NTPC-OSM-2171054532|大觀路三段　溪崑二街|121.4291637|24.9922478|NTPC|C|OSM
C-NTPC-OSM-1274021888|景安路　板南路|121.5045874|24.9922843|NTPC|C|OSM
C-NTPC-OSM-1273002709|信義路　信義路163巷|121.4586472|24.9923452|NTPC|C|OSM
C-NTPC-OSM-2140137691|廣權路　前方號誌|121.4641281|24.9923933|NTPC|C|OSM
C-NTPC-OSM-1917382357|景平路151巷　景平路|121.5139194|24.9924088|NTPC|C|OSM
C-NTPC-OSM-346117450|保安街一段　板林路|121.4286940|24.9925199|NTPC|C|OSM
C-NTPC-OSM-1269637251|安樂路　景平路|121.5118246|24.9926522|NTPC|C|OSM
C-NTPC-OSM-1274348105|景平路　景新街|121.5105856|24.9926562|NTPC|C|OSM
C-NTPC-OSM-13088752160|環河東路五段　秀北街|121.5274846|24.9926644|NTPC|C|OSM
C-NTPC-OSM-1912998517|圓通路232巷　圓通路|121.4950054|24.9927612|NTPC|C|OSM
C-NTPC-OSM-5349308328|大仁街10巷　自強路|121.5207812|24.9929241|NTPC|C|OSM
C-NTPC-OSM-878548175|中興街　板南路|121.4998516|24.9929382|NTPC|C|OSM
C-NTPC-OSM-1993383542|日新街18巷　樹人街|121.4214710|24.9929462|NTPC|C|OSM
C-NTPC-OSM-1274376037|五權街　廣權路|121.4650924|24.9929912|NTPC|C|OSM
C-NTPC-OSM-1274348197|景新街　景平路|121.5100974|24.9929951|NTPC|C|OSM
C-NTPC-OSM-2216556673|景平路　安平路|121.5088598|24.9930072|NTPC|C|OSM
C-NTPC-OSM-1993325202|長壽街　中山路一段|121.4243790|24.9930576|NTPC|C|OSM
C-NTPC-OSM-2075083178|保安街一段　博愛街|121.4278430|24.9930730|NTPC|C|OSM
C-NTPC-OSM-1404155013|四川路二段　中央路一段|121.4498837|24.9931019|NTPC|C|OSM
C-NTPC-OSM-345178358|成功路　成功路41巷|121.5261830|24.9931631|NTPC|C|OSM
C-NTPC-OSM-1891980888|連城路　前方號誌|121.4780859|24.9932323|NTPC|C|OSM
C-NTPC-OSM-280397566|安樂路　安樂路51巷|121.5121735|24.9934009|NTPC|C|OSM
C-NTPC-OSM-1273002296|信義路　信義路74巷|121.4575515|24.9934790|NTPC|C|OSM
C-NTPC-OSM-1274376139|延平街　壽德街|121.4674855|24.9934863|NTPC|C|OSM
C-NTPC-OSM-1314063758|景平路　景安路|121.5049433|24.9935047|NTPC|C|OSM
C-NTPC-OSM-2733033513|大觀路三段　篤行路一段|121.4318605|24.9935679|NTPC|C|OSM
C-NTPC-OSM-1269636791|景平路　中正路|121.5033836|24.9935960|NTPC|C|OSM
C-NTPC-OSM-878548025|中正路　中興街|121.4998398|24.9936490|NTPC|C|OSM
C-NTPC-OSM-346117489|保安街一段　樹新路|121.4265149|24.9937019|NTPC|C|OSM
C-NTPC-OSM-2168008784|中山路一段　保安二街|121.4248801|24.9938285|NTPC|C|OSM
C-NTPC-OSM-1891996977|中正路　圓通路|121.4960777|24.9938526|NTPC|C|OSM
C-NTPC-OSM-2489566913|新北市　前方號誌|121.4437719|24.9938863|NTPC|C|OSM
C-NTPC-OSM-3417520410|中正路　前方號誌|121.4939096|24.9938906|NTPC|C|OSM
C-NTPC-OSM-392240131|錦和路　中正路|121.4906001|24.9939443|NTPC|C|OSM
C-NTPC-OSM-1917382380|自立路　立人街|121.5219237|24.9939805|NTPC|C|OSM
C-NTPC-OSM-1993314848|長壽街　復興路|121.4222292|24.9939855|NTPC|C|OSM
C-NTPC-OSM-1273002840|信義路　和平路|121.4571576|24.9940039|NTPC|C|OSM
C-NTPC-OSM-2021274316|沙崙街　篤行路一段|121.4319577|24.9941633|NTPC|C|OSM
C-NTPC-OSM-1274376280|四川路二段　南雅南路二段|121.4510284|24.9941664|NTPC|C|OSM
C-NTPC-OSM-4054804406|安樂路79巷　安樂路|121.5128104|24.9941786|NTPC|C|OSM
C-NTPC-OSM-346117458|保安街一段　中山路一段|121.4251393|24.9942343|NTPC|C|OSM
C-NTPC-OSM-1917382365|立人街　自強路|121.5199817|24.9942605|NTPC|C|OSM
C-NTPC-OSM-1274376229|壽德街　民德路|121.4667369|24.9942725|NTPC|C|OSM
C-NTPC-OSM-2075083188|樹人街　大安路|121.4193877|24.9942741|NTPC|C|OSM
C-NTPC-OSM-1946131650|秀朗路三段　成功路|121.5263456|24.9942923|NTPC|C|OSM
C-NTPC-OSM-346117456|保安街一段　保安二街|121.4247219|24.9944142|NTPC|C|OSM
C-NTPC-OSM-6984169313|中正路　前方號誌|121.4870151|24.9944268|NTPC|C|OSM
C-NTPC-OSM-1273002006|和平路　干城路|121.4596182|24.9944305|NTPC|C|OSM
C-NTPC-OSM-1891996986|圓通路　板南路|121.4972667|24.9945808|NTPC|C|OSM
C-NTPC-OSM-2903609770|新北市　前方號誌|121.4432965|24.9946493|NTPC|C|OSM
C-NTPC-OSM-2489566931|環河西路五段　前方號誌|121.4410027|24.9947071|NTPC|C|OSM
C-NTPC-OSM-1274376792|華安街　延壽路|121.4689709|24.9947366|NTPC|C|OSM
C-NTPC-OSM-392240125|中正路　中和交流道|121.4856707|24.9948445|NTPC|C|OSM
C-NTPC-OSM-1420707387|保安街一段　復興路|121.4229765|24.9950743|NTPC|C|OSM
C-NTPC-OSM-4290558396|板城路　板橋二交流道|121.4462640|24.9950757|NTPC|C|OSM
C-NTPC-OSM-1412681378|員山路　連城路|121.4809620|24.9950934|NTPC|C|OSM
C-NTPC-OSM-1273001940|信義路　國慶路|121.4570673|24.9951780|NTPC|C|OSM
C-NTPC-OSM-1136976543|中正路　中正路86巷|121.5138179|24.9953076|NTPC|C|OSM
C-NTPC-OSM-1269636782|中興街　景平路|121.5016903|24.9953418|NTPC|C|OSM
C-NTPC-OSM-325809639|樹新路　保順街|121.4276621|24.9953640|NTPC|C|OSM
C-NTPC-OSM-2989451300|長壽街　大安路|121.4202850|24.9953672|NTPC|C|OSM
C-NTPC-OSM-3363433441|合宜一路　前方號誌|121.4458882|24.9953741|NTPC|C|OSM
C-NTPC-OSM-2720285293|環河東路四段　機車專用道|121.5281556|24.9954190|NTPC|C|OSM
C-NTPC-OSM-2467283398|安邦街　圓通路|121.4976281|24.9954401|NTPC|C|OSM
C-NTPC-OSM-2021274323|大觀路三段　大觀路三段50巷|121.4337189|24.9954928|NTPC|C|OSM
C-NTPC-OSM-2021274321|環漢路四段　大觀路三段|121.4352035|24.9955238|NTPC|C|OSM
C-NTPC-OSM-315536176|四川路二段　前方號誌|121.4544177|24.9955778|NTPC|C|OSM
C-NTPC-OSM-2404428795|景安路　明仁街|121.5055724|24.9956528|NTPC|C|OSM
C-NTPC-OSM-1273002856|國慶路　和平路|121.4596428|24.9956722|NTPC|C|OSM
C-NTPC-OSM-5304309643|景平路　景平路431巷|121.5012636|24.9957183|NTPC|C|OSM
C-NTPC-OSM-1423618066|壽德街　華順街|121.4648041|24.9957382|NTPC|C|OSM
C-NTPC-OSM-1408111890|連城路　連城路477巷|121.4830900|24.9957681|NTPC|C|OSM
C-NTPC-OSM-1891957321|篤行路一段　大觀路三段50巷|121.4323058|24.9958115|NTPC|C|OSM
C-NTPC-OSM-1420707389|保安街一段　大安路|121.4207737|24.9960978|NTPC|C|OSM
C-NTPC-OSM-2392735109|連城路　新生街|121.4836329|24.9961234|NTPC|C|OSM
C-NTPC-OSM-1274376366|國慶路　國慶路158巷|121.4620691|24.9961362|NTPC|C|OSM
C-NTPC-OSM-1917382376|自立路　自立路15巷|121.5223275|24.9961396|NTPC|C|OSM
C-NTPC-OSM-1935466768|連城路389巷　連城路|121.4865469|24.9961673|NTPC|C|OSM
C-NTPC-OSM-2405959848|連城路　前方號誌|121.4880995|24.9962095|NTPC|C|OSM
C-NTPC-OSM-303021411|連城路　中正路|121.4852978|24.9962223|NTPC|C|OSM
C-NTPC-OSM-1914198906|連勝街　板南路|121.4952961|24.9962283|NTPC|C|OSM
C-NTPC-OSM-1273002782|信義路　前方號誌|121.4569969|24.9962386|NTPC|C|OSM
C-NTPC-OSM-1503690252|連城路　錦和路|121.4898432|24.9962913|NTPC|C|OSM
C-NTPC-OSM-4085141446|南雅南路二段　前方號誌|121.4518899|24.9962953|NTPC|C|OSM
C-NTPC-OSM-1395806973|國慶路182巷　國慶路|121.4628166|24.9963107|NTPC|C|OSM
C-NTPC-OSM-1273002966|四川路二段　前方號誌|121.4565180|24.9964307|NTPC|C|OSM
C-NTPC-OSM-1917382420|更生街　自強路|121.5203403|24.9964339|NTPC|C|OSM
C-NTPC-OSM-3311203246|連城路265巷　連城路|121.4913539|24.9964429|NTPC|C|OSM
C-NTPC-OSM-1946131685|秀朗路三段　成功路二段|121.5265595|24.9964645|NTPC|C|OSM
C-NTPC-OSM-9953922638|莒光路　民享街|121.4704990|24.9964928|NTPC|C|OSM
C-NTPC-OSM-4290607036|樂群路　板城路|121.4479791|24.9965119|NTPC|C|OSM
C-NTPC-OSM-325812304|連城路　連城路263巷|121.4919379|24.9965479|NTPC|C|OSM
C-NTPC-OSM-2216495531|中正路　中正路67巷|121.5149599|24.9966167|NTPC|C|OSM
C-NTPC-OSM-1914211201|南雅南路二段　四川路二段34巷|121.4520538|24.9967273|NTPC|C|OSM
C-NTPC-OSM-1993383546|長壽街　豐林街|121.4198866|24.9967362|NTPC|C|OSM
C-NTPC-OSM-1274348219|景安路　景新街|121.5059807|24.9968086|NTPC|C|OSM
C-NTPC-OSM-1403019684|華福街　華順街|121.4652937|24.9968511|NTPC|C|OSM
C-NTPC-OSM-2613617252|連城路　連城路174巷|121.4929714|24.9968555|NTPC|C|OSM
C-NTPC-OSM-1273001970|四川路一段　信義路|121.4569760|24.9969197|NTPC|C|OSM
C-NTPC-OSM-1928105957|員山路　員山路148巷|121.4812402|24.9970571|NTPC|C|OSM
C-NTPC-OSM-1395806979|重慶路　和平路|121.4645254|24.9970623|NTPC|C|OSM
C-NTPC-OSM-1136958464|宜安路　安平路|121.5113785|24.9971026|NTPC|C|OSM
C-NTPC-OSM-13609850755|保安街一段　保安街一段249巷|121.4192485|24.9971627|NTPC|C|OSM
C-NTPC-OSM-1274348312|安和路　景安路|121.5062471|24.9971967|NTPC|C|OSM
C-NTPC-OSM-11576612201|新北市　前方號誌|121.4691554|24.9972227|NTPC|C|OSM
C-NTPC-OSM-2224242672|南華路　景新街|121.5057731|24.9972582|NTPC|C|OSM
C-NTPC-OSM-1307730985|環河東路四段　新北環河快速道路|121.5286439|24.9972860|NTPC|C|OSM
C-NTPC-OSM-1395806985|國慶路　重慶路346巷|121.4635505|24.9973062|NTPC|C|OSM
C-NTPC-OSM-2461782415|成功路二段　成功路二段136巷|121.5266079|24.9973151|NTPC|C|OSM
C-NTPC-OSM-1269636838|圓通路　景平路|121.5004322|24.9973339|NTPC|C|OSM
C-NTPC-OSM-280397561|民有街　中正路|121.5156218|24.9973763|NTPC|C|OSM
C-NTPC-OSM-1914198883|連勝街　連城路|121.4938724|24.9974330|NTPC|C|OSM
C-NTPC-OSM-7432929383|南雅南路二段　前方號誌|121.4523562|24.9976707|NTPC|C|OSM
C-NTPC-OSM-1274202079|連城路　板南路|121.4942901|24.9977176|NTPC|C|OSM
C-NTPC-OSM-1993383548|大安路　豐林街|121.4224473|24.9978355|NTPC|C|OSM
C-NTPC-OSM-325809541|樹新路　樹新路106巷|121.4297363|24.9978842|NTPC|C|OSM
C-NTPC-OSM-1946131668|秀朗路二段　四維街|121.5260827|24.9979346|NTPC|C|OSM
C-NTPC-OSM-2424917279|保安街一段313巷　保安街一段336巷|121.4180101|24.9979859|NTPC|C|OSM
C-NTPC-OSM-2461782455|民生路　民權路1巷|121.5227300|24.9980160|NTPC|C|OSM
C-NTPC-OSM-2422420395|成功路二段　四維街|121.5266444|24.9980314|NTPC|C|OSM
C-NTPC-OSM-4290474596|板城路　合安一路|121.4499414|24.9980773|NTPC|C|OSM
C-NTPC-OSM-305948828|阿柔洋產業道路　文山路二段|121.6129710|24.9980980|NTPC|C|OSM
C-NTPC-OSM-1395806987|重慶路　重慶路308巷|121.4639456|24.9982416|NTPC|C|OSM
C-NTPC-OSM-1384313078|安平路　中安街|121.5125497|24.9984748|NTPC|C|OSM
C-NTPC-OSM-3490723219|員山路　員山路245巷|121.4812989|24.9985638|NTPC|C|OSM
C-NTPC-OSM-595684098|建八路　建一路|121.4881314|24.9985767|NTPC|C|OSM
C-NTPC-OSM-2422430298|景安路　保健路|121.5074504|24.9986360|NTPC|C|OSM
C-NTPC-OSM-2667162685|文山路三段　前方號誌|121.6081821|24.9986510|NTPC|C|OSM
C-NTPC-OSM-2930801859|安邦街　連城路|121.4956133|24.9986604|NTPC|C|OSM
C-NTPC-OSM-2502496355|平埔街　文山路二段|121.6156451|24.9986638|NTPC|C|OSM
C-NTPC-OSM-4290474595|合安一路　合宜一路|121.4483413|24.9986776|NTPC|C|OSM
C-NTPC-OSM-2502496362|文山路三段　前方號誌|121.6069197|24.9987005|NTPC|C|OSM
C-NTPC-OSM-280397557|中正路　民治街|121.5168214|24.9987729|NTPC|C|OSM
C-NTPC-OSM-1273003198|民德路　華順街|121.4683557|24.9987814|NTPC|C|OSM
C-NTPC-OSM-1419232671|樹新路　俊英街|121.4303817|24.9988178|NTPC|C|OSM
C-NTPC-OSM-2667162655|文山路二段　前方號誌|121.6164131|24.9988574|NTPC|C|OSM
C-NTPC-OSM-1720291215|四川路一段　遠東路|121.4578480|24.9988577|NTPC|C|OSM
C-NTPC-OSM-345178360|成功路二段　得和路|121.5266943|24.9990316|NTPC|C|OSM
C-NTPC-OSM-1396315221|重慶路290巷　國慶路|121.4634360|24.9990382|NTPC|C|OSM
C-NTPC-OSM-2672539737|大觀路二段　大觀路二段265巷|121.4430066|24.9990583|NTPC|C|OSM
C-NTPC-OSM-1946131671|得和路　秀朗路二段|121.5262236|24.9990905|NTPC|C|OSM
C-NTPC-OSM-1928092637|員山路　民利街|121.4813035|24.9991426|NTPC|C|OSM
C-NTPC-OSM-4260677704|新崑路　莊崑路|121.4317139|24.9992097|NTPC|C|OSM
C-NTPC-OSM-3235310061|民德路　民德路189巷|121.4684656|24.9992395|NTPC|C|OSM
C-NTPC-OSM-1136958460|中安街　宜安路118巷|121.5113731|24.9992797|NTPC|C|OSM
C-NTPC-OSM-1269636922|泰和街　景平路|121.4989157|24.9993370|NTPC|C|OSM
C-NTPC-OSM-3101308249|莒光路　莒光路177巷|121.4727022|24.9993483|NTPC|C|OSM
C-NTPC-OSM-2422420410|得和路374巷　得和路|121.5245988|24.9993524|NTPC|C|OSM
C-NTPC-OSM-1720291212|遠東路　前方號誌|121.4554564|24.9994735|NTPC|C|OSM
C-NTPC-OSM-1136976573|中和路　宜安路|121.5082001|24.9995184|NTPC|C|OSM
C-NTPC-OSM-1917392354|得和路　民生路|121.5229905|24.9996091|NTPC|C|OSM
C-NTPC-OSM-2077861250|新崑路　豐盛一街|121.4324071|24.9996229|NTPC|C|OSM
C-NTPC-OSM-1408111932|仁愛路　四川路一段|121.4582101|24.9996611|NTPC|C|OSM
C-NTPC-OSM-1928092626|新生街　中正路751巷|121.4837749|24.9996654|NTPC|C|OSM
C-NTPC-OSM-2077861251|大安路　潭興街107巷|121.4241247|24.9996698|NTPC|C|OSM
C-NTPC-OSM-2463538851|中和路　中和路305巷|121.5066946|24.9996763|NTPC|C|OSM
C-NTPC-OSM-1136984425|安和路　中和路|121.5060071|24.9996989|NTPC|C|OSM
C-NTPC-OSM-2422430304|中和路　南工路|121.5053406|24.9997088|NTPC|C|OSM
C-NTPC-OSM-12100405325|得和路　永元路|121.5218514|24.9997866|NTPC|C|OSM
C-NTPC-OSM-1136984407|中和路　景新街|121.5023152|24.9997940|NTPC|C|OSM
C-NTPC-OSM-4260677703|樹新路　莊崑路|121.4308617|24.9998425|NTPC|C|OSM
C-NTPC-OSM-2602834817|重慶路　重慶路269巷|121.4633576|24.9999711|NTPC|C|OSM
C-NTPC-OSM-3844073536|豐盛一街　豐盛二街|121.4320335|24.9999722|NTPC|C|OSM
C-NTPC-OSM-720558093|民權路　得和路|121.5203758|25.0000362|NTPC|C|OSM
C-NTPC-OSM-11847232541|新鶯堤外道　21號越堤道|121.4358782|25.0001515|NTPC|C|OSM
C-NTPC-OSM-345178361|得和路　中正路|121.5177016|25.0001644|NTPC|C|OSM
C-NTPC-OSM-1274201801|建康路　中正路|121.4850551|25.0001709|NTPC|C|OSM
C-NTPC-OSM-1273001986|國光街　國光街85巷|121.4705545|25.0001962|NTPC|C|OSM
C-NTPC-OSM-1720291206|高爾富路　遠東路|121.4543006|25.0002187|NTPC|C|OSM
C-NTPC-OSM-2422430305|得和路　民族街|121.5188821|25.0002293|NTPC|C|OSM
C-NTPC-OSM-1274201815|華洋路　建八路|121.4913164|25.0002305|NTPC|C|OSM
C-NTPC-OSM-1274201835|建一路　建康路|121.4880850|25.0002340|NTPC|C|OSM
C-NTPC-OSM-1136958440|中安街　中和路350巷|121.5109132|25.0003106|NTPC|C|OSM
C-NTPC-OSM-2461782519|成功路二段　前方號誌|121.5267502|25.0003196|NTPC|C|OSM
C-NTPC-OSM-2216495724|安樂路　安平路|121.5141292|25.0003371|NTPC|C|OSM
C-NTPC-OSM-1273002718|莒光路　國光街|121.4727242|25.0003631|NTPC|C|OSM
C-NTPC-OSM-1928121387|中和路　廣福路|121.5013229|25.0004062|NTPC|C|OSM
C-NTPC-OSM-3700763492|四川路一段　四川路一段325巷|121.4586055|25.0004064|NTPC|C|OSM
C-NTPC-OSM-1720297089|遠東路　南雅南路二段|121.4532558|25.0005070|NTPC|C|OSM
C-NTPC-OSM-3336757878|重慶路　國慶路|121.4630531|25.0005451|NTPC|C|OSM
C-NTPC-OSM-1307730933|環河東路四段　民樂街39巷|121.5290120|25.0005499|NTPC|C|OSM
C-NTPC-OSM-1420707425|保安街二段　武林街|121.4161235|25.0005668|NTPC|C|OSM
C-NTPC-OSM-2077861257|新崑路　環漢路三段|121.4353733|25.0006142|NTPC|C|OSM
C-NTPC-OSM-3800717746|中和路　中和路421巷|121.5093156|25.0006857|NTPC|C|OSM
C-NTPC-OSM-2541157265|豐盛一街　新樹路|121.4312668|25.0006872|NTPC|C|OSM
C-NTPC-OSM-1011953102|文山路一段　昇高坑路|121.6238939|25.0007156|NTPC|C|OSM
C-NTPC-OSM-3234802859|華東街　前方號誌|121.4525028|25.0007361|NTPC|C|OSM
C-NTPC-OSM-2261642865|板城路　湳仔橋|121.4517320|25.0008209|NTPC|C|OSM
C-NTPC-OSM-4411393885|連城路　景平路|121.4971368|25.0008707|NTPC|C|OSM
C-NTPC-OSM-1136958467|安樂路　得和路|121.5146281|25.0009116|NTPC|C|OSM
C-NTPC-OSM-303021527|大安路　中正路|121.4253590|25.0009803|NTPC|C|OSM
C-NTPC-OSM-1273003275|民享街86巷　民享街|121.4745007|25.0010192|NTPC|C|OSM
C-NTPC-OSM-1928092633|民樂路　員山路|121.4812863|25.0011063|NTPC|C|OSM
C-NTPC-OSM-2708093620|廣福路　廣福路112巷|121.5022570|25.0011447|NTPC|C|OSM
C-NTPC-OSM-1273003604|民德路　國光街|121.4688812|25.0011512|NTPC|C|OSM
C-NTPC-OSM-13003566457|枋寮街　廟美街|121.5009286|25.0011514|NTPC|C|OSM
C-NTPC-OSM-320481807|北深路三段　北深路三段25巷|121.6090844|25.0011592|NTPC|C|OSM
C-NTPC-OSM-647024498|成功路二段　秀朗路二段181巷|121.5268000|25.0011884|NTPC|C|OSM
C-NTPC-OSM-2667162627|北深路二段　深坑街|121.6124908|25.0012256|NTPC|C|OSM
C-NTPC-OSM-2085383314|千歲街　俊英街|121.4293191|25.0012719|NTPC|C|OSM
C-NTPC-OSM-1928092631|民樂路　中正路|121.4849564|25.0013037|NTPC|C|OSM
C-NTPC-OSM-1928121398|中和路　泰和街|121.5001086|25.0013941|NTPC|C|OSM
C-NTPC-OSM-2620431994|大觀路二段　前方號誌|121.4459705|25.0015025|NTPC|C|OSM
C-NTPC-OSM-1274348316|雙和街　中和路|121.5100558|25.0015232|NTPC|C|OSM
C-NTPC-OSM-2680573155|新樹路　新樹路440巷|121.4317251|25.0015395|NTPC|C|OSM
C-NTPC-OSM-4411818932|保安街二段　前方號誌|121.4155537|25.0016374|NTPC|C|OSM
C-NTPC-OSM-1273003311|四川路一段　四川路一段283巷|121.4593114|25.0017593|NTPC|C|OSM
C-NTPC-OSM-1307739689|永元路　秀朗路二段|121.5224527|25.0017605|NTPC|C|OSM
C-NTPC-OSM-1136958442|中安街　中和路400巷|121.5122518|25.0018526|NTPC|C|OSM
C-NTPC-OSM-305949448|北深路一段249巷　文山路一段|121.6268136|25.0019081|NTPC|C|OSM
C-NTPC-OSM-2259808445|環河西路五段　大觀路一段38巷156弄|121.4411006|25.0019310|NTPC|C|OSM
C-NTPC-OSM-7203781473|文山路三段　前方號誌|121.6003106|25.0019508|NTPC|C|OSM
C-NTPC-OSM-2463496679|中正路412巷　中正路|121.5175194|25.0020189|NTPC|C|OSM
C-NTPC-OSM-1269743523|貴興路119巷　南雅南路二段11巷|121.4551240|25.0020255|NTPC|C|OSM
C-NTPC-OSM-1403019700|40　忠孝路|121.4612695|25.0020727|NTPC|C|OSM
C-NTPC-OSM-1274201791|建一路　建六路|121.4880070|25.0021656|NTPC|C|OSM
C-NTPC-OSM-2216495786|中和路　中和路378巷|121.5106439|25.0021784|NTPC|C|OSM
C-NTPC-OSM-661185821|新光路二段　前方號誌|121.5999357|25.0021975|NTPC|C|OSM
C-NTPC-OSM-1269636817|中山路二段　中山路二段332巷|121.4944744|25.0022017|NTPC|C|OSM
C-NTPC-OSM-1397157065|重慶路　忠孝路|121.4627018|25.0022587|NTPC|C|OSM
C-NTPC-OSM-2235630002|埔新街　前方號誌|121.6193007|25.0022779|NTPC|C|OSM
C-NTPC-OSM-13609850761|保安街二段　前方號誌|121.4153908|25.0022806|NTPC|C|OSM
C-NTPC-OSM-1917382333|得和路243巷　秀朗路二段|121.5214390|25.0023142|NTPC|C|OSM
C-NTPC-OSM-1269637169|中山路二段　景平路|121.4967086|25.0023946|NTPC|C|OSM
C-NTPC-OSM-1412681387|員山路　員山路387巷|121.4812688|25.0025279|NTPC|C|OSM
C-NTPC-OSM-325811995|中山路二段　中和路|121.4995163|25.0026404|NTPC|C|OSM
C-NTPC-OSM-2235630016|北深路二段　平埔街|121.6153900|25.0026707|NTPC|C|OSM
C-NTPC-OSM-2285161778|中和路400巷　中和路|121.5110898|25.0026791|NTPC|C|OSM
C-NTPC-OSM-2422408789|中山路二段　廟美街|121.5000633|25.0026861|NTPC|C|OSM
C-NTPC-OSM-654563355|永元路　永利路|121.5227399|25.0026862|NTPC|C|OSM
C-NTPC-OSM-1273003116|實踐路　忠孝路|121.4645072|25.0027395|NTPC|C|OSM
C-NTPC-OSM-647024504|成功路一段　成功路一段106巷|121.5269004|25.0027416|NTPC|C|OSM
C-NTPC-OSM-3232347103|南雅南路二段11巷　南雅南路二段|121.4541942|25.0027468|NTPC|C|OSM
C-NTPC-OSM-1917382367|得和路243巷　永利路|121.5220071|25.0029153|NTPC|C|OSM
C-NTPC-OSM-2461782653|秀朗路一段　永利路94巷|121.5201865|25.0030233|NTPC|C|OSM
C-NTPC-OSM-1403752284|校前街　大華街|121.4599795|25.0030411|NTPC|C|OSM
C-NTPC-OSM-3314167054|中山路二段　前方號誌|121.4915290|25.0031115|NTPC|C|OSM
C-NTPC-OSM-3033189642|北深路二段　深坑街|121.6166428|25.0031634|NTPC|C|OSM
C-NTPC-OSM-2718391823|中山路二段　中山路二段131巷|121.5022403|25.0032191|NTPC|C|OSM
C-NTPC-OSM-3237371773|新樹路　新樹路649巷|121.4327518|25.0032677|NTPC|C|OSM
C-NTPC-OSM-2614581529|光華街　廣福路|121.5062643|25.0032969|NTPC|C|OSM
C-NTPC-OSM-661185250|北深路三段　北深路三段155巷|121.6024562|25.0033322|NTPC|C|OSM
C-NTPC-OSM-1307739701|林森路　永元路|121.5229321|25.0033519|NTPC|C|OSM
C-NTPC-OSM-1403019704|校前街　重慶路|121.4624765|25.0034402|NTPC|C|OSM
C-NTPC-OSM-1273002497|德光路　民德路|121.4687713|25.0034882|NTPC|C|OSM
C-NTPC-OSM-1420707508|俊英街　大安路|121.4283317|25.0035224|NTPC|C|OSM
C-NTPC-OSM-1928110883|員山路　中山路二段523巷32弄|121.4809699|25.0035305|NTPC|C|OSM
C-NTPC-OSM-2422408825|秀朗路一段　中正路|121.5173672|25.0035551|NTPC|C|OSM
C-NTPC-OSM-1420707501|三多路　保安街二段|121.4152094|25.0035648|NTPC|C|OSM
C-NTPC-OSM-1079958859|永貞路　中安街|121.5137806|25.0036193|NTPC|C|OSM
C-NTPC-OSM-654563325|永利路　永利路75巷|121.5210147|25.0036735|NTPC|C|OSM
C-NTPC-OSM-4763571062|民生街85巷　德光路|121.4693665|25.0037252|NTPC|C|OSM
C-NTPC-OSM-1314174594|板橋二交流道　縣民大道一段|121.4528199|25.0037315|NTPC|C|OSM
C-NTPC-OSM-3314351616|北深路三段189巷　北深路三段206巷|121.6012976|25.0037520|NTPC|C|OSM
C-NTPC-OSM-1420707513|光華街　保安街二段|121.4136716|25.0037882|NTPC|C|OSM
C-NTPC-OSM-1384313167|安樂路　永貞路|121.5145636|25.0037960|NTPC|C|OSM
C-NTPC-OSM-3535102663|文山路一段　文山路一段31巷|121.6294182|25.0039416|NTPC|C|OSM
C-NTPC-OSM-4531146266|中正路　前方號誌|121.4228404|25.0039737|NTPC|C|OSM
C-NTPC-OSM-3314351622|北深路三段215巷　北深路三段|121.6004650|25.0040109|NTPC|C|OSM
C-NTPC-OSM-3525637001|北深路二段　北深路二段55巷|121.6188033|25.0040143|NTPC|C|OSM
C-NTPC-OSM-1314174634|南雅南路一段　縣民大道一段|121.4548260|25.0040800|NTPC|C|OSM
