# id|region|road_class|structure|name|ref|layer|lat1|lon1|lat2|lon2|oneway|maxspeed
# OSM © OpenStreetMap contributors, ODbL 1.0; snapshot 2026-09-20.
TPE-24836732-3|TPE|EXPRESSWAY|ELEVATED|水源快速道路||1|24.9953951|121.5354484|24.9951063|121.5353566|yes|70
TPE-24836732-4|TPE|EXPRESSWAY|ELEVATED|水源快速道路||1|24.9951063|121.5353566|24.9947676|121.5351971|yes|70
TPE-24836732-5|TPE|EXPRESSWAY|ELEVATED|水源快速道路||1|24.9947676|121.5351971|24.9923283|121.5335507|yes|70
TPE-24836733-0|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0453284|121.5017317|25.0452579|121.5016578|yes|40
TPE-24836733-1|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0452579|121.5016578|25.0448042|121.5010885|yes|40
TPE-24836733-2|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0448042|121.5010885|25.0445551|121.5008632|yes|40
TPE-24836733-3|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0445551|121.5008632|25.0442228|121.5006613|yes|40
TPE-24836733-4|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0442228|121.5006613|25.0435320|121.5004420|yes|40
TPE-24836733-5|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0435320|121.5004420|25.0434531|121.5003987|yes|40
TPE-24836733-6|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0434531|121.5003987|25.0426366|121.5001686|yes|40
TPE-24836733-7|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0426366|121.5001686|25.0424634|121.5001316|yes|40
TPE-24836733-8|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0424634|121.5001316|25.0422587|121.5000250|yes|40
TPE-24836733-9|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0422587|121.5000250|25.0420728|121.4998908|yes|40
TPE-24836733-10|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0420728|121.4998908|25.0418504|121.4996467|yes|40
TPE-24836733-11|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0418504|121.4996467|25.0390904|121.4960331|yes|40
TPE-24836733-12|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0390904|121.4960331|25.0387833|121.4955837|yes|40
TPE-24836733-13|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0387833|121.4955837|25.0385026|121.4950741|yes|40
TPE-24836733-14|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0385026|121.4950741|25.0374655|121.4928498|yes|40
TPE-24836733-15|TPE|EXPRESSWAY|ELEVATED|環河快速道路||2|25.0374655|121.4928498|25.0371480|121.4922785|yes|40
TPE-25976388-0|TPE|HIGHWAY|RAMP|木柵交流道||0|24.9944981|121.5935823|24.9953508|121.5939493|yes|
TPE-25976405-0|TPE|HIGHWAY|MAINLINE|台北聯絡線|3甲|0|25.0020364|121.6000751|25.0020555|121.5999744|yes|80
TPE-25976405-1|TPE|HIGHWAY|MAINLINE|台北聯絡線|3甲|0|25.0020555|121.5999744|25.0020646|121.5998805|yes|80
TPE-25976405-2|TPE|HIGHWAY|MAINLINE|台北聯絡線|3甲|0|25.0020646|121.5998805|25.0020669|121.5997423|yes|80
TPE-25976405-3|TPE|HIGHWAY|MAINLINE|台北聯絡線|3甲|0|25.0020669|121.5997423|25.0020618|121.5996645|yes|80
TPE-25976405-4|TPE|HIGHWAY|MAINLINE|台北聯絡線|3甲|0|25.0020618|121.5996645|25.0020497|121.5995804|yes|80
TPE-25989993-0|TPE|HIGHWAY|ELEVATED|汐止五股高架道路|1|2|25.0784523|121.5095236|25.0784347|121.5083991|yes|100
TPE-25989993-1|TPE|HIGHWAY|ELEVATED|汐止五股高架道路|1|2|25.0784347|121.5083991|25.0783591|121.5071890|yes|100
TPE-25989993-2|TPE|HIGHWAY|ELEVATED|汐止五股高架道路|1|2|25.0783591|121.5071890|25.0782928|121.5061730|yes|100
TPE-25989993-3|TPE|HIGHWAY|ELEVATED|汐止五股高架道路|1|2|25.0782928|121.5061730|25.0782130|121.5050328|yes|100
TPE-28727304-0|TPE|HIGHWAY|RAMP|東湖交流道||0|25.0656787|121.6109522|25.0656705|121.6108659|yes|40
TPE-28727304-1|TPE|HIGHWAY|RAMP|東湖交流道||0|25.0656705|121.6108659|25.0656420|121.6107325|yes|40
TPE-28727304-2|TPE|HIGHWAY|RAMP|東湖交流道||0|25.0656420|121.6107325|25.0655185|121.6099179|yes|40
TPE-28727304-3|TPE|HIGHWAY|RAMP|東湖交流道||0|25.0655185|121.6099179|25.0654804|121.6097379|yes|40
TPE-28727304-4|TPE|HIGHWAY|RAMP|東湖交流道||0|25.0654804|121.6097379|25.0653046|121.6092090|yes|40
