# id|region|road_class|structure|name|ref|layer|lat1|lon1|lat2|lon2|oneway|maxspeed
# Official open-data overlay; generated by tools/build_special_roads_open_data.py.
# Sources: Taipei bridges/vehicle underpasses + New Taipei bridges; collected 2026-09-22.
OFF-TPE-BRIDGE-D021-0|TPE|EXPRESSWAY|RAMP|水源高架匝道D|D021|1|24.9994000|121.5353820|24.9984950|121.5360410||
OFF-TPE-BRIDGE-D021-0|TPE|EXPRESSWAY|RAMP|水源高架匝道E|D021|1|24.9993900|121.5353250|24.9962610|121.5356710||
OFF-TPE-BRIDGE-D023A-0|TPE|URBAN|RAMP|新環河高架(匝道A)|D023A|1|25.0518380|121.5068570|25.0503540|121.5054020||
OFF-TPE-BRIDGE-D023B-0|TPE|URBAN|RAMP|新環河高架(匝道B)|D023B|1|25.0502716|121.5065404|25.0507360|121.5058800||
OFF-TPE-BRIDGE-D023C-0|TPE|URBAN|RAMP|新環河高架(匝道C)|D023C|1|25.0508597|121.5067368|25.0507732|121.5058381||
OFF-TPE-BRIDGE-D023C-0|TPE|URBAN|RAMP|新環河高架(匝道D)|D023C|1|25.0495884|121.5062070|25.0505034|121.5068402||
OFF-TPE-BRIDGE-D023E-0|TPE|URBAN|RAMP|新環河高架(匝道E)|D023E|1|25.0494057|121.5046748|25.0487901|121.5054235||
OFF-TPE-BRIDGE-D023F-0|TPE|URBAN|RAMP|新環河高架(匝道F)|D023F|1|25.0487915|121.5043824|25.0472525|121.5040213||
OFF-TPE-BRIDGE-D023G-0|TPE|URBAN|RAMP|新環河高架(匝道G)|D023G|1|25.0481940|121.5043830|25.0475580|121.5052180||
OFF-TPE-BRIDGE-D023H-0|TPE|URBAN|RAMP|新環河高架(匝道H)|D023H|1|25.0476380|121.5051990|25.0482234|121.5052146||
OFF-TPE-BRIDGE-D023J-0|TPE|URBAN|RAMP|新環河高架(匝道J)|D023J|1|25.0470960|121.5041220|25.0475770|121.5052170||
OFF-TPE-BRIDGE-D023K-0|TPE|URBAN|RAMP|新環河高架(匝道K)|D023K|1|25.0471683|121.5040439|25.0459836|121.5025016||
OFF-TPE-BRIDGE-D023L-0|TPE|URBAN|RAMP|新環河高架(匝道L1)|D023L|1|25.0451563|121.5013904|25.0451274|121.5009771||
OFF-TPE-BRIDGE-D023L-0|TPE|URBAN|RAMP|新環河高架(匝道L2)|D023L|1|25.0438360|121.5004270|25.0441830|121.5002670||
OFF-TPE-BRIDGE-D023N-0|TPE|URBAN|RAMP|新環河高架(匝道N)|D023N|1|25.0527403|121.5072507|25.0551024|121.5077751||
OFF-TPE-BRIDGE-D023N1-0|TPE|URBAN|RAMP|新環河高架(匝道N1)|D023N1|1|25.0421154|121.4998479|25.0402078|121.4979057||
OFF-TPE-BRIDGE-D023N2-0|TPE|URBAN|RAMP|新環河高架(匝道N2)|D023N2|1|25.0391844|121.4962909|25.0375311|121.4935186||
OFF-TPE-BRIDGE-D023N3-0|TPE|URBAN|RAMP|新環河高架(匝道N3)|D023N3|1|25.0335182|121.4892149|25.0304765|121.4884715||
OFF-TPE-BRIDGE-D023P-0|TPE|URBAN|RAMP|新環河高架(匝道P)|D023P|1|25.0386004|121.4955931|25.0397672|121.4972402||
OFF-TPE-BRIDGE-D023Q-0|TPE|URBAN|RAMP|新環河高架(匝道Q)|D023Q|1|25.0294040|121.4884710|25.0297780|121.4893550||
OFF-TPE-BRIDGE-D023R-0|TPE|URBAN|RAMP|新環河高架(匝道R)|D023R|1|25.0266613|121.4897878|25.0250379|121.4903928||
OFF-TPE-BRIDGE-D023U-0|TPE|URBAN|RAMP|新環河高架(匝道U)|D023U|1|25.0482764|121.5045408|25.0494941|121.5062123||
OFF-TPE-BRIDGE-D023X-0|TPE|URBAN|RAMP|新環河高架(匝道X)|D023X|1|25.0185807|121.4932508|25.0164207|121.4978517||
OFF-TPE-BRIDGE-D023Y-0|TPE|URBAN|RAMP|新環河高架(匝道Y)|D023Y|1|25.0173955|121.4939435|25.0165315|121.4954660||
OFF-TPE-BRIDGE-D023Z-0|TPE|URBAN|RAMP|新環河高架(匝道Z)|D023Z|1|25.0527659|121.5072884|25.0487164|121.5053797||
OFF-TPE-BRIDGE-D025D-0|TPE|URBAN|RAMP|中興橋引道(匝道D)|D025D|1|25.0443200|121.5011080|25.0440160|121.5009310||
OFF-TPE-BRIDGE-D026D-0|TPE|URBAN|RAMP|華江橋(匝道D)|D026D|1|25.0363800|121.4913900|25.0356600|121.4886100||
OFF-TPE-BRIDGE-D026E-0|TPE|URBAN|RAMP|華江橋(匝道E)|D026E|1|25.0354700|121.4886100|25.0348300|121.4901600||
