# id|type|lat|lon|title|detail|direction|limit
TP-T-90|TECH|25.03638000|121.57874600|科技執法|公車站區-松山商職(福德)(往西)；違規停車||
TP-T-91|TECH|25.04379000|121.56759000|科技執法|公車站區-松山高中(松隆)(往北)；違規停車、闖紅燈||
TP-T-92|TECH|25.09093700|121.54927700|科技執法|自強隧道；區間測速及跨越雙白線||
TP-T-93|TECH|25.01186900|121.55513700|科技執法|辛亥隧道；區間測速及跨越雙白線||
TP-T-94|TECH|25.04856761|121.51778500|科技執法|市民高架道路(近臺北車站及臺北轉運站上方)；逾10噸大貨車違規行駛、機車違規行駛及行駛路肩||
TP-T-95|TECH|25.04444302|121.53660820|科技執法|建國高架道路(市民大道上方)；逾10噸大貨車違規行駛、機車違規行駛及不依標誌標線號誌指示行駛||
NTP-S-1|SPEED|24.98130200|121.42831400|測速照相|板橋區 溪城路與金門街369巷口（往樹林）|東南向西北|50
NTP-S-2|SPEED|24.97971300|121.42892000|測速照相|板橋區 環漢路沙崙抽水站前（往新莊）|西南向東北|50
NTP-S-3|SPEED|24.99787100|121.44086500|測速照相|板橋區 堤外便道1K+900（往板橋）|南向北|40
NTP-S-4|SPEED|25.00536700|121.44137000|測速照相|板橋區 環河西路5段「歡仔園防汛陸橋」前（往土城）|北向南|50
NTP-S-5|SPEED|25.02002100|121.44601400|測速照相|板橋區 台65線快速公路5.4公里（往土城）|西北向東南|80
NTP-S-6|SPEED|25.02566100|121.45140000|測速照相|板橋區 環河西路5段00640燈桿（往板橋或土城）|東北向西南|50
NTP-S-7|SPEED|25.00651000|121.45183600|測速照相|板橋區 新北環河快速道路7公里處（往三重）|南向北|70
NTP-S-8|SPEED|25.02822000|121.46512000|測速照相|板橋區 台64線快速公路20.24公里（往東）|北向南|60
NTP-S-9|SPEED|25.03641700|121.47103000|測速照相|板橋區 環河西路4段與華江六路口（往土城或三重）|西向東|50
NTP-S-10|SPEED|25.03591300|121.47893500|測速照相|板橋區 華江橋下坡處（往板橋）|東向西|50
NTP-S-11|SPEED|25.02940000|121.48293000|測速照相|板橋區 環河西路4段002597號燈桿旁（往三重）|南向北|50
NTP-S-12|SPEED|25.02595500|121.48416000|測速照相|板橋區 台65線快速公路7公里（往新莊）|南向北|80
NTP-S-13|SPEED|25.04099800|121.46705000|測速照相|三重區 重新堤外道8.9公里處（往新莊）|東北向西南|50
NTP-S-14|SPEED|25.05970400|121.48048000|測速照相|三重區 水漾路1段300號前（雙向）|西北向東南|50
NTP-S-15|SPEED|25.04705400|121.48569000|測速照相|三重區 新北環河快速道路新北大橋旁（往中和）|東向西|70
NTP-S-16|SPEED|25.05922300|121.48877000|測速照相|三重區 中山高架橋上（往新莊）|東南向西北|50
NTP-S-17|SPEED|25.05870600|121.48974000|測速照相|三重區 重新路3段157號前（雙向）|東北向西南|50
NTP-S-18|SPEED|25.05026000|121.49154000|測速照相|三重區 新北環河快速道路3.2公里處（往中和）|東北向西南|70
NTP-S-19|SPEED|25.08835600|121.49425500|測速照相|三重區 環河北路3段166號前（往三重或蘆洲）|東南向西北|50
NTP-S-20|SPEED|25.08507500|121.49733000|測速照相|三重區 環河北路3段重陽橋下（往三重）|西北向東南|50
NTP-S-21|SPEED|25.08237300|121.49908400|測速照相|三重區 環河北路2段304號（往蘆洲）|東南向西北|50
NTP-S-22|SPEED|25.05636800|121.49914600|測速照相|三重區 環河南路與正義南路口（北向）|西南向東北|50
NTP-S-23|SPEED|25.05667900|121.49928000|測速照相|三重區 環河南路與正義南路口（南向）|東北向西南|50
NTP-S-24|SPEED|25.06275000|121.50368000|測速照相|三重區 環河南路17號前（雙向）|北向南|50
NTP-S-25|SPEED|25.01017800|121.48016000|測速照相|中和區 中正路1203號前（往中山路方向）|西北向東南|50
NTP-S-26|SPEED|25.00900800|121.48208000|測速照相|中和區 台64線快速公路23公里（往西）|東南向西北|70
NTP-S-27|SPEED|25.01108700|121.48889000|測速照相|中和區 環河西路3段091161號燈桿旁（雙向）|西北向東南|50
NTP-S-28|SPEED|25.01328500|121.50474000|測速照相|永和區 新北環河高架保生路匝道處（往中和）|東北向西南|50
NTP-S-29|SPEED|25.01340300|121.52218000|測速照相|永和區 環河東路2段10號（往中和或永和方向）|西北向東南|50
NTP-S-30|SPEED|25.02589600|121.41754000|測速照相|新莊區 中正路879號（雙向）|南向北|50
NTP-S-31|SPEED|25.02877000|121.42217000|測速照相|新莊區 中正路757號前（往臺北或往桃園）|西向東|50
NTP-S-32|SPEED|25.05074500|121.44222000|測速照相|新莊區 台65線快速公路1.8公里（往板橋）|南向北|80
NTP-S-33|SPEED|25.04347800|121.44227000|測速照相|新莊區 中環路2段台65線高架下（新泰路401巷29號對面）|南向北|50
NTP-S-34|SPEED|25.05078100|121.44234000|測速照相|新莊區 台65線快速公路1.8公里（往五股）|北向南|80
NTP-S-35|SPEED|25.05125200|121.44240600|測速照相|新莊區 中環路3段台65線下橋墩（往中原路）|南向北|50
NTP-S-36|SPEED|25.04272700|121.45999000|測速照相|新莊區 思源路與長青街口（往五股）|南向北|50
NTP-S-37|SPEED|25.05175000|121.46002000|測速照相|新莊區 思源路370巷口（往五股）|南向北|40
NTP-S-38|SPEED|25.03921000|121.46090000|測速照相|新莊區 中正路與思源路口（往桃園）|東北向西南|50
NTP-S-39|SPEED|25.04017300|121.46555000|測速照相|新莊區 重新堤外道9.06公里處（往三重）|西南向東北|50
NTP-S-40|SPEED|24.98002000|121.52311000|測速照相|新店區 溪園路375號前（往環河路或中安大橋方向）|南向北|60
NTP-S-41|SPEED|24.97563600|121.52502400|測速照相|新店區 環河路168號前（往臺北或新店方向）|西北向東南|60
NTP-S-42|SPEED|24.97897500|121.52794000|測速照相|新店區 央北二路與?文路口（往中央路）|西北向東南|50
NTP-S-43|SPEED|24.95511000|121.53945000|測速照相|新店區 北宜路1段105巷口（往新店）|東南向西北|50
NTP-S-44|SPEED|24.98481200|121.54082000|測速照相|新店區 北新路3段與順安街口（往新店）|北向南|50
NTP-S-45|SPEED|24.95302000|121.54484600|測速照相|新店區 北宜路1段246號前（往坪林）|西向東|50
NTP-S-46|SPEED|24.94841400|121.54607400|測速照相|新店區 新烏路1段60號旁（往烏來）|北向南|40
NTP-S-47|SPEED|24.96975000|121.54622000|測速照相|新店區 中興路2段39號前（往碧潭或景美）|東北向西南|50
NTP-S-48|SPEED|24.92288400|121.54944000|測速照相|新店區 台9甲線新烏路2段與屈尺路（往烏來）|北向南|50
NTP-S-49|SPEED|24.95335400|121.55331000|測速照相|新店區 北宜路2段82巷口（往坪林）|西向東|50
NTP-S-50|SPEED|24.95376200|121.56291000|測速照相|新店區 北宜路2段348號對面（往新店）|東向西|50
NTP-S-51|SPEED|24.96712100|121.38427000|測速照相|樹林區 中山路高架橋頭（往樹林）|西南向東北|50
NTP-S-52|SPEED|24.96860700|121.39196000|測速照相|樹林區 八德街與堤外道路（往鶯歌方向）|東向西|50
NTP-S-53|SPEED|25.01433400|121.39537000|測速照相|樹林區 三興路61號前（往樹林）|西南向東北|50
NTP-S-54|SPEED|24.97773000|121.40463000|測速照相|樹林區 中山路2段187號（雙向）|西南向東北|50
NTP-S-55|SPEED|24.96975300|121.40842400|測速照相|樹林區 八德街336號（往板橋）|西向東|50
NTP-S-56|SPEED|24.98445900|121.41280000|測速照相|樹林區 大安路537巷口（往新莊）|西南向東北|50
NTP-S-57|SPEED|24.97285000|121.41917000|測速照相|樹林區 環漢路5段與東豐街口（往板橋）|西南向東北|50
NTP-S-58|SPEED|24.99996800|121.42676500|測速照相|樹林區 樹林陸橋樹林端（板橋往樹林方向）|東南向西北|40
NTP-S-59|SPEED|24.93949900|121.33557000|測速照相|鶯歌區 中正三路193巷口（往大溪）|東北向西南|40
NTP-S-60|SPEED|24.92958600|121.33779000|測速照相|鶯歌區 環河路205389號燈桿旁（雙向）|西向東|40
NTP-S-61|SPEED|24.96392600|121.33839000|測速照相|鶯歌區 西湖街191號前（往樹林）|北向南|50
NTP-S-62|SPEED|24.94912100|121.34403000|測速照相|鶯歌區 中正二路204463號燈桿旁（往鶯歌）|西南向東北|50
NTP-S-63|SPEED|24.95701000|121.34703000|測速照相|鶯歌區 中山路196號（雙向）|東向西|50
NTP-S-64|SPEED|24.95702000|121.36128000|測速照相|鶯歌區 中正一路426號前（往樹林）|西向東|50
NTP-S-65|SPEED|24.95802300|121.37136000|測速照相|鶯歌區 館前路2.4公里（往樹林方向）|西南向東北|50
NTP-S-66|SPEED|24.89787900|121.33760000|測速照相|三峽區 中正路3段262號前（雙向）|東北向西南|50
NTP-S-67|SPEED|24.86018200|121.36074000|測速照相|三峽區 大埔路台7乙線7.37公里處（往桃園）|東北向西南|40
NTP-S-68|SPEED|24.91241800|121.36590600|測速照相|三峽區 中正路2段264號前（往大溪）|北向南|50
NTP-S-69|SPEED|24.92013500|121.36940000|測速照相|三峽區 中正路1段524號旁（往大溪）|東向西|50
NTP-S-70|SPEED|24.89556700|121.37138000|測速照相|三峽區 大埔路台7乙線1.97公里處（往三峽）|東南向西北|40
NTP-S-71|SPEED|24.92668000|121.37187000|測速照相|三峽區 中正路1段與大同路口（往復興路）|南向北|50
NTP-S-72|SPEED|24.90294000|121.37334400|測速照相|三峽區 添福路107之15號旁（往插角）|西北向東南|40
NTP-S-73|SPEED|24.87059000|121.37514500|測速照相|三峽區 台7乙線5.3公里（往桃園）|東北向西南|40
NTP-S-74|SPEED|24.94807800|121.37678000|測速照相|三峽區 大義路與學林路口（雙向）|南向北|50
NTP-S-75|SPEED|24.94318800|121.40115000|測速照相|三峽區 介壽路3段148號前（往土城）|西南向東北|50
NTP-S-76|SPEED|24.93231600|121.40726500|測速照相|三峽區 溪東路（市道110號30K+500M往三峽）|東南向西北|30
NTP-S-77|SPEED|24.93203200|121.45453000|測速照相|三峽區 安坑路40號前（往三峽）|東北向西南|40
NTP-S-78|SPEED|25.17338400|121.43577000|測速照相|淡水區 文化路與中正路口（往漁人碼頭）|東向西|50
NTP-S-79|SPEED|25.19340900|121.44629000|測速照相|淡水區 台2線8.1公里與埤島里（往臺北）|北向南|70
NTP-S-80|SPEED|25.19211600|121.44678000|測速照相|淡水區 台2線8公里與新市二路4段（往三芝）|南向北|70
NTP-S-81|SPEED|25.18200700|121.45079000|測速照相|淡水區 淡金路2段125號（往淡水）|西北向東南|60
NTP-S-82|SPEED|25.22424100|121.45190000|測速照相|淡水區 台2線與正德國中賢孝校區前（往臺北）|北向南|50
NTP-S-83|SPEED|25.15476200|121.45936600|測速照相|淡水區 台2線與紅樹林捷運站前（往臺北）|北向南|50
NTP-S-84|SPEED|25.15301900|121.45938000|測速照相|淡水區 中正東路與八勢路口（往淡水）|南向北|50
NTP-S-85|SPEED|25.06149300|121.65141000|測速照相|汐止區 台5線14.4公里處（往基隆）|西向東|50
NTP-S-86|SPEED|25.06680900|121.66460000|測速照相|汐止區 台5線15.86公里處（往汐止）|東向西|50
NTP-S-87|SPEED|25.06590500|121.67544000|測速照相|汐止區 新台五路與茄苳路口（往汐止方向）|東北向西南|50
NTP-S-88|SPEED|25.06853900|121.68131000|測速照相|汐止區 台5線17.68公里處（往基隆或汐止）|西向東|50
NTP-S-89|SPEED|25.10357000|121.77507000|測速照相|瑞芳區 楓仔瀨路瑞楓陸橋前台2丁線5.95k（往基隆方向）|南向北|50
NTP-S-90|SPEED|25.11504600|121.77535000|測速照相|瑞芳區 台62甲線5公里處（往四腳亭方向）|北向南|60
NTP-S-91|SPEED|25.11254000|121.79710000|測速照相|瑞芳區 台62線下明燈路3段匝道（往瑞芳方向）|西向東|40
NTP-S-92|SPEED|25.11717200|121.80307000|測速照相|瑞芳區 台62線快速公路16.83公里處（往基隆方向）|東北向西南|80
NTP-S-93|SPEED|25.11748700|121.80401600|測速照相|瑞芳區 台62線快速公路16.95公里處（往瑞芳方向）|西南向東北|80
NTP-S-94|SPEED|25.12259700|121.86355000|測速照相|瑞芳區 台2線78.4公里處與北34路口（往貢寮方向）|西北向東南|60
NTP-S-95|SPEED|25.12165800|121.88659000|測速照相|瑞芳區 台2線81公里欽賢國中旁（往宜蘭）|西北向東南|50
NTP-S-96|SPEED|24.96446000|121.41541000|測速照相|土城區 擺接堡路與民權街（往板橋）|西南向東北|50
NTP-S-97|SPEED|24.96487600|121.41625000|測速照相|土城區 擺接堡路與民權街口（往三峽）|東北向西南|50
NTP-S-98|SPEED|24.96293600|121.42565000|測速照相|土城區 中央路3段與中興路口（往三峽）|東北向西南|50
NTP-S-99|SPEED|24.97238500|121.43178000|測速照相|土城區 擺接堡路2.5公里處與自強街口（往板橋）|西南向東北|50
NTP-S-100|SPEED|24.96542700|121.43192000|測速照相|土城區 中央路3段與大安路（往土城交流道）|西向東|50
NTP-S-101|SPEED|24.98016400|121.43809500|測速照相|土城區 台65線快速公路10.4公里（往土城）|北向南|60
NTP-S-102|SPEED|24.98009900|121.43828600|測速照相|土城區 台65線快速公路10.4公里（往板橋）|南向北|60
NTP-S-103|SPEED|24.98347300|121.43936000|測速照相|土城區 擺接堡路1號裕德國小前（往土城或板橋）|北向南|50
NTP-S-104|SPEED|24.97101200|121.44263000|測速照相|土城區 金城路1段62號（雙向）|東北向西南|50
NTP-S-105|SPEED|25.08906700|121.45585000|測速照相|蘆洲區 環堤大道與永樂街口（雙向）|南向北|50
NTP-S-106|SPEED|25.08593200|121.44304000|測速照相|五股區 新五路2段572號（往成泰路）|西南向東北|50
NTP-S-107|SPEED|25.08654600|121.44341000|測速照相|五股區 新五路2段347號前（往新莊或往五股）|東北向西南|50
NTP-S-108|SPEED|25.09046400|121.44649500|測速照相|五股區 新五路3段210號（往疏洪北路或新城八路）|西南向東北|50
NTP-S-109|SPEED|25.09215400|121.44844000|測速照相|五股區 台64線快速公路10.4公里（往東）|北向南|80
NTP-S-110|SPEED|25.09950800|121.45219000|測速照相|五股區 台64線快速公路9.5公里（往西）|西南向東北|80
NTP-S-111|SPEED|25.08391000|121.45260000|測速照相|五股區 疏洪一路1K+535（雙向）|北向南|50
NTP-S-112|SPEED|25.10981200|121.45561000|測速照相|五股區 成泰路4段43號前（雙向）|北向南|50
NTP-S-113|SPEED|25.06554800|121.38972000|測速照相|泰山區 大科路686號前（往泰山方向）|西向東|40
NTP-S-114|SPEED|25.05664800|121.40175000|測速照相|泰山區 大科路331之6號旁（往新莊）|西向東|50
NTP-S-115|SPEED|25.05500000|121.42733000|測速照相|泰山區 公園路同榮國民小學附幼側門（往明志路）|西向東|40
NTP-S-116|SPEED|25.03758800|121.42746000|測速照相|泰山區 新北大道6段85號（往台麗街）|東北向西南|60
NTP-S-117|SPEED|25.13207800|121.35670000|測速照相|林口區 台61線8.95公里處（往林口）|東北向西南|80
NTP-S-118|SPEED|25.07137000|121.35855000|測速照相|林口區 文化北路1段261號前（往忠孝路）|西南向東北|50
NTP-S-119|SPEED|25.13318000|121.35972000|測速照相|林口區 台61線快速公路8.6公里處（往八里）|西南向東北|80
NTP-S-120|SPEED|25.07526600|121.36323500|測速照相|林口區 文化北路1段390號（雙向）|西南向東北|50
NTP-S-121|SPEED|25.07129000|121.36340000|測速照相|林口區 文化三路1段249巷旁（往林口）|西南向東北|50
NTP-S-122|SPEED|25.13500800|121.36495000|測速照相|林口區 台15線汕頭32號前（往北）|西向東|50
NTP-S-123|SPEED|25.07316000|121.37033000|測速照相|林口區 文化二路與仁愛二路口（往八里）|西南向東北|50
NTP-S-124|SPEED|25.07258200|121.37527000|測速照相|林口區 文化一路1段與麗園一街口（往林口）|西南向東北|60
NTP-S-125|SPEED|25.07782000|121.37548000|測速照相|林口區 文化二路1段571號（雙向）|東北向西南|50
NTP-S-126|SPEED|25.07301100|121.37578600|測速照相|林口區 文化一路1段與麗園一街口（往龜山）|東北向西南|60
NTP-S-127|SPEED|25.08360500|121.37815000|測速照相|林口區 中山路562號（往文化三路2段方向）|東南向西北|50
NTP-S-128|SPEED|25.07637600|121.38603000|測速照相|林口區 仁愛路1段691號前與竹林路口（往林口）|西南向東北|50
NTP-S-129|SPEED|24.99956900|121.60344000|測速照相|深坑區 106乙線0.5公里（往深坑）|西北向東南|60
NTP-S-130|SPEED|24.99896000|121.61671000|測速照相|深坑區 文山路2段30巷口（往臺北）|東向西|60
NTP-S-131|SPEED|25.00007000|121.62144500|測速照相|深坑區 106乙線文山路2段喜樂橋頭（往石碇方向）|西向東|60
NTP-S-132|SPEED|25.01652500|121.62563000|測速照相|深坑區 深南路與風格街口（往南港或深坑方向）|西北向東南|40
NTP-S-133|SPEED|25.00240300|121.62762000|測速照相|深坑區 文山路1段與旺耽路45巷口（往石碇方向）|西南向東北|60
NTP-S-134|SPEED|25.00611100|121.63132000|測速照相|深坑區 文山路1段與北深路1段229巷口（往臺北方向）|北向南|60
NTP-S-135|SPEED|24.96090100|121.61378000|測速照相|石碇區 北宜路4段6號（21.3公里）往坪林方向|西南向東北|40
NTP-S-136|SPEED|24.95355800|121.63839000|測速照相|石碇區 北宜路5段67號前（往新店）|東南向西北|40
NTP-S-137|SPEED|24.95034800|121.64774000|測速照相|石碇區 台9線26.2公里（往坪林或新店）|西北向東南|40
NTP-S-138|SPEED|25.00803200|121.67277000|測速照相|石碇區 106線靜安路1段236號前（往平溪）|南向北|40
NTP-S-139|SPEED|24.97154600|121.68707000|測速照相|石碇區 106乙線碇坪路2段與華梵路口（往石碇）|南向北|40
NTP-S-140|SPEED|25.00969700|121.68765000|測速照相|石碇區 106線靜安路1段282號（往平溪）|北向南|40
NTP-S-141|SPEED|25.01726000|121.69861600|測速照相|石碇區 106線靜安路1段356號前（往深坑或平溪）|北向南|40
NTP-S-142|SPEED|24.93557700|121.70447000|測速照相|坪林區 台9線37.4公里（往宜蘭）|西北向東南|40
NTP-S-143|SPEED|24.93262500|121.70954000|測速照相|坪林區 台9線38.4公里（往坪林）|東北向西南|40
NTP-S-144|SPEED|24.91090600|121.71680500|測速照相|坪林區 台9線42.2公里（往宜蘭或坪林）|西向東|40
NTP-S-145|SPEED|25.28215800|121.51969000|測速照相|石門區 台2線風管所前（往石門）|西南向東北|60
NTP-S-146|SPEED|25.29078700|121.56098000|測速照相|石門區 台2線27.5公里（石門加油站前）往金山方向|西向東|50
NTP-S-147|SPEED|25.14027000|121.38151000|測速照相|八里區 中山路3段與下罟子漁港路口（往八里）|西南向東北|50
NTP-S-148|SPEED|25.12536000|121.39088000|測速照相|八里區 中華路3段236號長坑國小前（往八里）|南向北|40
NTP-S-149|SPEED|25.15087000|121.40706000|測速照相|八里區 中華路2段165巷（往龍米路3段）|西南向東北|50
NTP-S-150|SPEED|25.15862000|121.42318000|測速照相|八里區 中華路1段與中山路口（往臺北）|西南向東北|50
NTP-S-151|SPEED|25.15932000|121.42531000|測速照相|八里區 龍米路3段48-51號（往中山路）|東向西|50
NTP-S-152|SPEED|25.15813300|121.43468000|測速照相|八里區 龍米路2段與渡船頭街口（往中山路）|東向西|50
NTP-S-153|SPEED|25.15291000|121.44082000|測速照相|八里區 龍米路2段153之3號前（往八里）|東南向西北|50
NTP-S-154|SPEED|25.14733000|121.44565000|測速照相|八里區 龍米路2段米倉國小前（雙向）|東南向西北|50
NTP-S-155|SPEED|25.13215000|121.45148000|測速照相|八里區 龍米路1段與龍形三街口（往臺北）|北向南|50
NTP-S-156|SPEED|25.05063200|121.77506000|測速照相|平溪區 台2丙線8.1公里處（往基隆）|東南向西北|50
NTP-S-157|SPEED|25.05053300|121.77511000|測速照相|平溪區 台2丙線8.2公里處（往平溪）|西北向東南|50
NTP-S-158|SPEED|25.02179000|121.78804000|測速照相|雙溪區 台2丙線12.1公里（平雙隧道內避車彎）|東南向西北|50
NTP-S-159|SPEED|25.01922600|121.79365000|測速照相|雙溪區 台2丙線12.7公里（往雙溪）|西北向東南|50
NTP-S-160|SPEED|25.02100400|121.81242000|測速照相|雙溪區 台2丙線14.95公里與雙柑公路口（往貢寮）|西向東|60
NTP-S-161|SPEED|25.02856400|121.83002000|測速照相|雙溪區 台2丙線17公里（往雙溪）|西南向東北|60
NTP-S-162|SPEED|25.01737800|121.90794000|測速照相|貢寮區 台2丙線25.95公里（泮宮路45號）|北向南|50
NTP-S-163|SPEED|25.07958000|121.91447000|測速照相|貢寮區 台2線91公里（往宜蘭或瑞芳）|北向南|60
NTP-S-164|SPEED|25.03995900|121.92670000|測速照相|貢寮區 台2線96.55公里處（往宜蘭或基隆）|南向北|60
NTP-S-165|SPEED|25.01799400|121.94910000|測速照相|貢寮區 東興街42號前（往瑞芳）|東向西|50
NTP-S-166|SPEED|25.02290000|121.98015600|測速照相|貢寮區 台2線104.6公里處（往宜蘭或瑞芳）|西北向東南|50
NTP-S-167|SPEED|25.21972500|121.62361000|測速照相|金山區 台2甲線0.9公里處（往金山或往臺北）|西向東|50
NTP-S-168|SPEED|25.24170100|121.63341000|測速照相|金山區 台2線38.9公里處（海興路93號旁）往金山方向|北向南|60
NTP-S-169|SPEED|25.21232000|121.64654500|測速照相|萬里區 台2線43.5公里大鵬派出所前（往基隆）|西北向東南|50
NTP-S-170|SPEED|25.20888500|121.65279000|測速照相|萬里區 台2線大鵬國小對面（往金山）|東向西|50
NTP-S-171|SPEED|25.20048300|121.67773000|測速照相|萬里區 台2線47.1公里萬里隧道出口處（往金山）|東向西|50
NTP-S-172|SPEED|25.19190200|121.68396000|測速照相|萬里區 台2線48.3公里萬里隧道出口處（往基隆）|東北向西南|50
NTP-S-173|SPEED|25.18318200|121.68761400|測速照相|萬里區 瑪鋉路340號前（台2線49.537K往基隆或金山）|西北向東南|60
NTP-T-1|TECH|25.14670100|121.39484100|科技執法|八里區 八里區商港一路與商港路(往八里)；禁行大貨車||
NTP-T-2|TECH|25.16122000|121.41937300|科技執法|八里區 八里區忠孝路與忠八街口；禁行大貨車||
NTP-T-3|TECH|25.16202240|121.42522950|科技執法|八里區 八里區忠四街與觀海大道口；禁行大貨車||
NTP-T-4|TECH|25.15701100|121.41504900|科技執法|八里區 八里區賢三街與埤頭一街、二街(賢三街雙向)；禁行大貨車|雙向|
NTP-T-5|TECH|25.12132500|121.45565400|科技執法|八里區 八里區龍米路1段與關渡橋口；跨越雙白線、跨越兩車道行駛||
NTP-T-6|TECH|25.12630900|121.45245600|科技執法|八里區 八里區龍米路1段至關渡大橋匝道處(八里往五股方向)；未依標誌標線號誌行駛、違規迴轉||
NTP-T-7|TECH|25.15991310|121.42948630|科技執法|八里區 八里區觀海大道28號旁；禁行大貨車|南向北|
NTP-T-8|TECH|25.26149320|121.50263290|科技執法|三芝區 三芝區淡金路一段與番社路口；闖紅燈||
NTP-T-9|TECH|25.05668000|121.48193800|科技執法|三重區 三重區水漾路1段與捷運路口；闖紅燈、不依號誌指示行駛、跨越雙白線、轉彎車占用直行車道||
NTP-T-10|TECH|25.06256300|121.47103000|科技執法|三重區 三重區光復路二段與疏洪西路口（往東方向）；下台64匝道處違規右轉、迴轉||
NTP-T-11|TECH|25.06194600|121.48677600|科技執法|三重區 三重區新北大道與重陽路口；闖紅燈、機車未依規定兩段式左轉、不依標誌指示行駛||
NTP-T-12|TECH|25.09144680|121.48996290|科技執法|三重區 三重區環河北路3段與吉祥街口(往蘆洲)；闖紅燈||
NTP-T-13|TECH|25.05681160|121.49944790|科技執法|三重區 三重區環河南路與正義南路口；不依標線號誌指示轉彎、闖紅燈||
NTP-T-14|TECH|25.08275800|121.49606100|科技執法|三重區 三重區自強路5段(重陽大橋匝道處)與仁義街口；闖紅燈、機車行駛禁行機車道、未依標誌標線號誌行駛、車輛行駛人行道||
NTP-T-15|TECH|25.04571300|121.46982000|科技執法|三重區 三重區重新路5段與中興南街(中興北街)交叉口；未依標誌標線號誌行駛、闖紅燈||
NTP-T-16|TECH|25.06166500|121.50308600|科技執法|三重區 三重區福德南路與環河南路口；未依標誌標線號誌行駛、闖紅燈||
NTP-T-17|TECH|24.92708000|121.37067400|科技執法|三峽區 三峽區大同路與中華路口；闖紅燈||
NTP-T-18|TECH|24.94270010|121.37545020|科技執法|三峽區 三峽區大學路與學成路口；不停讓行人、闖紅燈、行駛人行道、未依標誌標線號誌行駛||
NTP-T-19|TECH|24.94060000|121.35678000|科技執法|三峽區 三峽區隆恩街與復興路口；不停讓行人、未依標誌標線號誌行駛、闖紅燈、禁行大貨車||
NTP-T-20|TECH|24.94039700|121.37496500|科技執法|三峽區 三峽區國慶路148號（雙向）；禁行大貨車|雙向|
NTP-T-21|TECH|24.94113100|121.37333500|科技執法|三峽區 三峽區學成路與國成街口；不停讓行人、車輛行駛時段性禁行路段||
NTP-T-22|TECH|24.99094390|121.44822770|科技執法|土城區 土城區中央路1段與中華路1段口；不停讓行人、闖紅燈||
NTP-T-23|TECH|24.96715400|121.43685800|科技執法|土城區 土城區中央路3段與中華路2段口；闖紅燈、直行車占用轉彎車道、跨越雙白線、跨越兩車道行駛||
NTP-T-24|TECH|24.96580400|121.43252500|科技執法|土城區 土城區台65線南向12K+260；跨越雙白線|北向南|
NTP-T-25|TECH|24.98438930|121.46526240|科技執法|土城區 土城區明德路1段與延吉街口；不停讓行人、闖紅燈||
NTP-T-26|TECH|24.97540554|121.43817110|科技執法|土城區 土城區城林路與新洲路口；轉彎車占用直行車道、禁行大貨車(違規右轉駛入管制區)、闖紅燈||
NTP-T-27|TECH|24.98517790|121.45230340|科技執法|土城區 土城區學府路1段與裕民路口；不停讓行人、闖紅燈||
NTP-T-28|TECH|24.98242000|121.44956100|科技執法|土城區 土城區學府路1段(學府路2段)與明德路2段口；不停讓行人、闖紅燈、禁行大貨車||
NTP-T-29|TECH|25.00576400|121.48040880|科技執法|中和區 中和區中山路二段與員山路口(中山路二段583號附近)；行駛人行道、違規停車||
NTP-T-30|TECH|24.99382600|121.49922100|科技執法|中和區 中和區中正路與板南路口；闖紅燈、車輛行駛人行道、不依標誌指示行駛||
NTP-T-31|TECH|25.00653100|121.47221400|科技執法|中和區 中和區中山路3段與莒光路口；不停讓行人、未依標誌標線號誌行駛||
NTP-T-32|TECH|24.99372400|121.48587200|科技執法|中和區 中和區和城路1段與中正路589巷口；闖紅燈、未依標誌標線號誌行駛||
NTP-T-33|TECH|24.99368800|121.50498000|科技執法|中和區 中和區景平路與景安路口；違規停車、不停讓行人||
NTP-T-34|TECH|25.10694680|121.45352730|科技執法|五股區 五股區成泰路4段與成泰路4段22巷口(往南)；闖紅燈||
NTP-T-35|TECH|25.10435820|121.45268550|科技執法|五股區 五股區成泰路與洲后路口；未依標誌標線號誌行駛、闖紅燈||
NTP-T-36|TECH|25.07806400|121.45482000|科技執法|五股區 五股區疏洪六路與疏洪一路口；闖紅燈||
NTP-T-37|TECH|25.08201700|121.44090400|科技執法|五股區 五股區新五路與中興路口；闖紅燈、未保持路口淨空、不依號誌指示左轉||
NTP-T-38|TECH|25.08369130|121.44132260|科技執法|五股區 五股區新五路2段與新城一路口；闖紅燈||
NTP-T-39|TECH|25.00992800|121.51045500|科技執法|永和區 永和區永平路及中山路1段口；不停讓行人、機車未依規定兩段式左轉||
NTP-T-40|TECH|25.00959530|121.51437850|科技執法|永和區 永和區永和路1段與永平路口；不停讓行人、闖紅燈||
NTP-T-41|TECH|25.00799980|121.52284590|科技執法|永和區 永和區福和路92號；不停讓行人、違規停車|東向西|
NTP-T-42|TECH|25.00041000|121.52203600|科技執法|永和區 永和區永元路與永元路18巷口；不停讓行人||
NTP-T-43|TECH|25.01528300|121.51242100|科技執法|永和區 永和區文化路與信義路口；不停讓行人||
NTP-T-44|TECH|25.06682980|121.65577960|科技執法|汐止區 汐止區大同路2段與汐萬路1段口(往基隆方向)；不停讓行人、未依標誌標線號誌行駛||
NTP-T-45|TECH|25.06976250|121.62821480|科技執法|汐止區 汐止區明峰街與中興路口；不停讓行人、違規(臨時)停車||
